discharge_number,average_voltage_V,minimum_voltage_V_x,maximum_voltage_V_x,average_current_A,maximum_current_A,average_temperature_C,maximum_temperature_C_x,capacity_Ah,SOH_percent,capacity_loss_percent,energy_Wh,average_power_W,maximum_power_W,minimum_power_W,minimum_voltage_V_y,maximum_voltage_V_y,maximum_temperature_C_y
94,3.50830390643132,2.6338485871981514,4.197873789078739,-1.8026707531194943,0.003201402568771493,33.007275861749356,40.2921849196155,1.5269528268489705,82.24956494324317,17.75043505675683,5.379735580805939,6.339734174286362,8.041147110250963,0.00024590019846689034,2.6338485871981514,4.197873789078739,40.2921849196155
95,3.509190808443004,2.671566207861818,4.197955644238241,-1.7958941337499832,0.0012207622759792553,32.91990812745461,40.184384347174266,1.5169573017136326,81.71115433925789,18.288845660742115,5.343712443595246,6.314908645370295,8.042315984561625,0.00018278054189891607,2.671566207861818,4.197955644238241,40.184384347174266
96,3.5068097579555353,2.6540810507928123,4.197918434710392,-1.7953449635277947,0.0027177292470912523,32.99903328622305,40.320066232195046,1.5118975960142693,81.43861246029738,18.561387539702626,5.322789812727109,6.309220835475288,8.035608933691933,0.0004213275931608656,2.6540810507928123,4.197918434710392,40.320066232195046
97,3.50609090727422,2.656849703962618,4.197739340034368,-1.7893518988259454,0.002966026743767936,33.03772281691292,40.336505612651585,1.5065638960681105,81.1513118362076,18.848688163792406,5.3022549626548106,6.28604544215455,8.031780039626119,0.0006262307271084329,2.656849703962618,4.197739340034368,40.336505612651585
98,3.5037157727265953,2.6363048614501152,4.19785490446139,-1.7883879159763683,0.0019690360203288167,33.07740307192613,40.43267631588412,1.5015453526671363,80.88098717121403,19.119012828785962,5.281445667710866,6.2789556865986915,8.034888711729371,0.0003046802224203331,2.6363048614501152,4.19785490446139,40.43267631588412
99,3.5067479961367156,2.69951692300468,4.197306756122815,-1.7815447770741009,0.002722369357879482,33.054679815239886,40.314538591575015,1.4908444050400238,80.30457886878683,19.695421131213166,5.24532040443018,6.256836849941627,8.03550171689954,0.0004459339862002142,2.69951692300468,4.197306756122815,40.314538591575015
100,3.5058813026542324,2.698216006032282,4.197528212001444,-1.7753115642966961,0.0006217348755526608,33.11570360624461,40.386661855917744,1.485868384561201,80.03654470798278,19.963455292017215,5.226254316365284,6.232720369266864,8.029251318858504,0.0008814391983208428,2.698216006032282,4.197528212001444,40.386661855917744
101,3.504168333530808,2.6911707598773864,4.19743662221161,-1.7742377662318363,0.002574506411845257,33.12942148982364,40.43384612547835,1.480413677976106,79.74272604140161,20.25727395859839,5.204421249927886,6.226059793147269,8.028485208128899,2.9100709153966184e-05,2.6911707598773864,4.19743662221161,40.43384612547835
102,3.5030568931470634,2.690162319231471,4.197717228550219,-1.773860289771637,0.002304044135428048,33.13068131049335,40.44479269068758,1.4752095869031632,79.46240682056631,20.537593179433685,5.184214862199954,6.222339647217568,8.027280128227206,7.336732794585686e-05,2.690162319231471,4.197717228550219,40.44479269068758
103,3.4982324882487936,2.6355034454892072,4.192454851360723,-1.780970241981452,0.0013818757062667917,33.200692103297186,40.58499656066617,1.4859035988304024,80.03844153038008,19.96155846961991,5.217622076722036,6.2423056400711365,8.018582439400497,0.00015393516909709566,2.6355034454892072,4.192454851360723,40.58499656066617
104,3.5065859365661325,2.6594753656507684,4.202845001527377,-1.7879098523188452,0.003790346438351921,33.78697527817091,40.99869158762305,1.4960918298136696,80.58723226653154,19.412767733468446,5.268265429268696,6.284101221931817,8.050379325467052,0.0003430317518132481,2.6594753656507684,4.202845001527377,40.99869158762305
105,3.5014571406979607,2.644554999824577,4.197952808231904,-1.780229415660985,0.0029141195307161565,33.673365085761986,40.997807625227495,1.4808005946928984,79.76356737393388,20.23643262606612,5.205237376265943,6.246251320647522,8.037025986206597,0.00014886916344664214,2.644554999824577,4.197952808231904,40.997807625227495
106,3.5016583871628097,2.6719601666204564,4.198017952345714,-1.773101516889421,0.0007844165488200334,33.535818118317145,40.84213757482493,1.4697543268466824,79.168558341158,20.831441658842,5.164275378558235,6.218722576595316,8.031018831097635,0.00022526909587968763,2.6719601666204564,4.198017952345714,40.84213757482493
107,3.4966186408455298,2.6598211033173382,4.192162800008929,-1.7705879947441514,0.005446235642757207,33.322699821885095,40.69012464267011,1.4539012274845928,78.31462853887025,21.68537146112976,5.10074321994847,6.200268579612117,8.017588346737574,3.029608092844924e-05,2.6598211033173382,4.192162800008929,40.69012464267011
108,3.4991645719433246,2.688360455508818,4.196993378341778,-1.7600629827474803,0.0015596672777035013,33.346230327490304,40.69938049882204,1.4541462067235693,78.32782438583529,21.67217561416471,5.103266358770504,6.165227138885534,8.022041225023328,4.120959867696094e-05,2.688360455508818,4.196993378341778,40.69938049882204
109,3.4960807773600733,2.6376728619288525,4.197603515102162,-1.765575132998529,0.002686593832583876,33.64948900485924,41.06026204078849,1.455023751906683,78.37509350133121,21.62490649866879,5.104470685434933,6.182382511415378,8.036193696135912,9.66119250230016e-05,2.6376728619288525,4.197603515102162,41.06026204078849
110,3.4959014526387993,2.645120521151077,4.196406678544622,-1.7588271887545277,0.0031991265142638165,33.79269513542103,41.19696040482682,1.449042163761236,78.05289427291893,21.947105727081066,5.082670664301841,6.1575123527137885,8.026160549844523,8.24191007881587e-05,2.645120521151077,4.196406678544622,41.19696040482682
111,3.497586979902671,2.698012437629632,4.197098662004674,-1.7516428147438297,0.003781794323562663,33.52446663707275,40.84446688602949,1.4386709371480566,77.49424644709048,22.50575355290952,5.04523279959342,6.131163513873289,8.021442496241262,5.4515536312611037e-05,2.698012437629632,4.197098662004674,40.84446688602949
112,3.4956989619989507,2.6928942772989077,4.196909312093871,-1.7513097768253418,0.0013123608369275883,33.39042251934235,40.764203830749366,1.433445432156979,77.21277376203588,22.787226237964116,5.023804004912511,6.125928093504027,8.020161996053675,0.0007645673401740435,2.6928942772989077,4.196909312093871,40.764203830749366
113,3.492875380810072,2.6483923655058113,4.197105220217278,-1.7511840784846122,0.0017334904566314662,33.67370212742761,41.11212504270441,1.4333958900838095,77.21010517012333,22.789894829876665,5.02144565611644,6.123081947679328,8.031447880380588,0.0004745776556760474,2.6483923655058113,4.197105220217278,41.11212504270441
114,3.4955107642336807,2.6832134764261997,4.196244829545076,-1.7446206812145286,0.0022931157457021885,33.91080564765892,41.27256611507568,1.42806487344776,76.92294908297353,23.07705091702646,5.005302837423021,6.103295046776018,8.020571719278923,0.00014478533709880815,2.6832134764261997,4.196244829545076,41.27256611507568
115,3.4942333590450825,2.684960445221862,4.1968026018066595,-1.7436362428649814,0.0014033494395084456,33.7850680599871,41.15574924454392,1.4229203181741186,76.64583676775116,23.354163232248837,4.984921553651983,6.096664110684113,8.02629360235549,0.0003744654030502947,2.684960445221862,4.1968026018066595,41.15574924454392
116,3.491197414255986,2.669922120529456,4.196227405416926,-1.7425325036061032,0.00328323198086081,33.61126807392733,41.03237216951879,1.417429032731308,76.35004777498811,23.64995222501188,4.960907056314797,6.087155004684651,8.010464469544658,0.00021991019412709783,2.669922120529456,4.196227405416926,41.03237216951879
117,3.488909408157623,2.664105530655056,4.196558172556389,-1.7419837011363046,0.0026192373361047815,33.45598581472246,40.937269906716935,1.412409228794446,76.07965521102183,23.92034478897817,4.9397663764946245,6.080414183326559,8.012171841053341,0.0005053037226721294,2.664105530655056,4.196558172556389,40.937269906716935
118,3.487376295811431,2.634098605983684,4.196870541112335,-1.7421680980861822,0.0010338439367061337,33.723267448788484,41.240704611971786,1.412578792940193,76.08878881159706,23.91121118840294,4.939588757711991,6.0802805265456135,8.031117200711028,0.00026689786893899903,2.634098605983684,4.196870541112335,41.240704611971786
119,3.491994243745711,2.68378702970616,4.196795527524874,-1.7358413784206181,0.002279801917616979,34.05007636985734,41.43649987692296,1.4075983731469897,75.82051768100095,24.179482318999046,4.927526316326989,6.064540482365989,8.02080433939697,0.0002705841098823048,2.68378702970616,4.196795527524874,41.43649987692296
120,3.491585878898649,2.660031949282934,4.189287343772767,-1.7567879869499756,0.0036040078454246437,33.889346908026745,41.16703904201915,1.4333920485221476,77.20989824377314,22.790101756226868,5.0220914614444885,6.1433031950570465,8.008861598476422,0.00031256025094704784,2.660031949282934,4.189287343772767,41.16703904201915
121,3.4955762270464255,2.650011641082063,4.201144545237731,-1.7573176114092575,0.0022668920626443224,34.067648550088656,41.36216559728765,1.4382550176792908,77.47184287655712,22.528157123442877,5.046349223778607,6.15386343781448,8.033273908011962,0.0008197081105035685,2.650011641082063,4.201144545237731,41.36216559728765
122,3.4938988589692483,2.6936969083341418,4.196925753814179,-1.742762839332656,0.003419658941394484,33.75168100943646,41.02198772703674,1.4173547174485526,76.34604477007024,23.65395522992977,4.965911562249644,6.094085893182088,8.024988481985888,0.0002569734741892341,2.6936969083341418,4.196925753814179,41.02198772703674
123,3.4915916296838394,2.697073130067154,4.196901090271507,-1.7352637407600362,0.0025963216962809578,33.46482299584788,40.78818812957494,1.406981663677643,75.78729852409039,24.212701475909615,4.92402835807867,6.061129406520744,8.028761461908323,0.00014477718254781702,2.697073130067154,4.196901090271507,40.78818812957494
124,3.4885729299834787,2.6806995515145213,4.196688955833435,-1.7344350518111926,0.002009419144474731,33.40210697922145,40.81506138506309,1.4012037783587625,75.47607178190572,24.523928218094284,4.89926583541915,6.052517811055075,8.019999670828087,0.0005157672853438472,2.6806995515145213,4.196688955833435,40.81506138506309
125,3.4869021151089834,2.6695398084864568,4.196339302740304,-1.7280392046289716,0.004647788990613573,33.41068891771223,40.858374219876424,1.3967008232726328,75.23351936621818,24.766480633781825,4.880795759144988,6.026894781999302,8.007541844862988,4.394313083048669e-06,2.6695398084864568,4.196339302740304,40.858374219876424
126,3.4855485210036425,2.671695307817951,4.196181412764837,-1.7326888725308258,0.0022916013939350667,33.38984948261314,40.839876773287166,1.391284788852726,74.94178378216989,25.058216217830108,4.859842275843864,6.040304606526332,8.021254682365575,6.60569486059434e-05,2.671695307817951,4.196181412764837,40.839876773287166
127,3.4838912547260388,2.661289185949965,4.195770804194879,-1.7260735249920125,0.002276420033202403,33.3700433438796,40.85376069244676,1.3862287677978349,74.66944037718937,25.330559622810622,4.839005937424471,6.013608956762099,8.020218298501113,3.9043389880530725e-05,2.661289185949965,4.195770804194879,40.85376069244676
128,3.483198941484065,2.667817533540102,4.195456241846729,-1.7195393742714096,0.0016756334707971991,33.27215987470977,40.74795214258888,1.3804366761974138,74.35744841131499,25.642551588685,4.816395070393216,5.987746452294148,8.015539171494739,6.241999211106744e-05,2.667817533540102,4.195456241846729,40.74795214258888
129,3.483627444709889,2.684008069130594,4.19654355365607,-1.7185829844462923,0.0022384407354535305,33.222444215660225,40.68794001196382,1.3752364150256224,74.07733548873459,25.92266451126541,4.797910909259677,5.984059146496118,8.011337573639564,0.0002744726202346981,2.684008069130594,4.19654355365607,40.68794001196382
130,3.480172442538601,2.6585256208771644,4.194357133255019,-1.717672415155695,0.004913397668118928,33.26207748383125,40.7810749453613,1.3705128024895008,73.82289732324247,26.177102676757524,4.777249741229466,5.975506761997558,7.998668688078622,0.00016153723888899011,2.6585256208771644,4.194357133255019,40.7810749453613
131,3.4784521486109754,2.6372250579822927,4.195863681881766,-1.7177080769362933,0.001179478056536671,33.31202990551653,40.88159339768709,1.3705085566270399,73.8226686191633,26.177331380836712,4.775272397477444,5.973185762610534,7.995377458429831,2.942148335448025e-06,2.6372250579822927,4.195863681881766,40.88159339768709
132,3.4785782556105507,2.6514257735606432,4.1955845546644195,-1.7109669363015378,0.0025249486819050103,33.25287943255863,40.81191473576834,1.3647355108681518,73.51170256067292,26.488297439327095,4.753877212610102,5.948155061889452,8.006487763132956,1.0409089315054408e-06,2.6514257735606432,4.1955845546644195,40.81191473576834
133,3.4825195584604574,2.676384659108382,4.188483624251573,-1.7184206130755166,0.0023505638634883142,33.745054045019884,41.11793533148924,1.375392016895762,74.08571700903981,25.914282990960192,4.79961220207709,5.984935797763461,7.987521515329929,0.00026146792923825864,2.676384659108382,4.188483624251573,41.11793533148924
134,3.4886823636752835,2.6949138502817815,4.200346502821317,-1.7260471943596487,0.0021180176276842364,33.88841975386692,41.248795355864885,1.3861115151535393,74.6631245442362,25.336875455763803,4.846826814816758,6.023700040532128,8.020345756880953,4.29118207195567e-05,2.6949138502817815,4.200346502821317,41.248795355864885
135,3.4858502383832746,2.6973343716306273,4.1981749992980655,-1.7120216134085062,0.0015018865835744713,33.73537569964251,41.16242984455477,1.3698500035838939,73.78719555127383,26.212804448726164,4.782827602953771,5.965751184605691,8.007300658810516,0.0002204197600597596,2.6973343716306273,4.1981749992980655,41.16242984455477
136,3.478794177297152,2.642540259937964,4.195715092938243,-1.711022510206629,0.0014907630238953716,33.59131052719713,41.16437554618679,1.3647827949260758,73.5142495242232,26.485750475776804,4.755795379810914,5.950515046455351,8.002126630598596,7.857504085236509e-06,2.642540259937964,4.195715092938243,41.16437554618679
137,3.4812826020756735,2.699226257883075,4.195755769877104,-1.703421414006958,0.002981994184247595,33.32366688599415,40.864216180205034,1.3543220466259964,72.95077959801873,27.049220401981277,4.719067232143142,5.923790335932718,8.013621022649629,0.00014254036443409822,2.699226257883075,4.195755769877104,40.864216180205034
138,3.480352041587074,2.676480329780849,4.195911764444989,-1.703574708739156,0.0015383602403595874,33.691961507697364,41.25434553511566,1.3546417018378962,72.96799787853683,27.032002121463172,4.720665458231768,5.9244772420407665,8.003640107045824,0.00036348182970775245,2.676480329780849,4.195911764444989,41.25434553511566
139,3.4781127815565127,2.642142168479886,4.195824004004723,-1.7034912994217157,0.0030940952671648994,33.887639684793655,41.45023191903855,1.3547039213192407,72.97134934112401,27.028650658875993,4.719115955034918,5.922246881138538,8.00173412381611,9.929760774581896e-05,2.642142168479886,4.195824004004723,41.45023191903855
140,3.4765867130506125,2.644725254926797,4.196258226051591,-1.7023383270190764,0.0056941514906116535,33.67308060941856,41.27708509224051,1.349314997503458,72.68107407422197,27.318925925778032,4.696913397382726,5.91415580319761,8.006984825226736,2.0737291643534943e-05,2.644725254926797,4.196258226051591,41.27708509224051
141,3.4733769291841643,2.632270655366611,4.196612664794988,-1.7014238498912502,0.0031481012336326926,33.411988203265814,41.064605154983276,1.3441891937970554,72.40497181525036,27.59502818474963,4.673992832132636,5.90419578370202,8.007845954622374,9.264790477722988e-06,2.632270655366611,4.196612664794988,41.064605154983276
142,3.4726366397371127,2.6391006118876117,4.195850781215982,-1.6950436046971957,0.0017629793721903892,33.29926524979532,40.99284868101728,1.3389913790695755,72.12499067079483,27.875009329205174,4.65322664909048,5.878538937621237,8.002698294321723,0.0001230124815665727,2.6391006118876117,4.195850781215982,40.99284868101728
143,3.473439372740961,2.637841830893275,4.1960023929619235,-1.695057731610264,0.005009392491167575,33.59980731390034,41.29040553417739,1.3389145230206971,72.1208508070922,27.87914919290781,4.654886762982606,5.881211510835942,8.004752956161893,6.283879774158043e-05,2.637841830893275,4.1960023929619235,41.29040553417739
144,3.4754777099091454,2.668286095904868,4.196207586734141,-1.6937809113323188,0.0025365511428236684,33.61961195858584,41.22740227746052,1.3340066759761655,71.8564888195292,28.14351118047079,4.639183381608167,5.878519205473768,8.001674350891511,7.027868879185482e-05,2.668286095904868,4.196207586734141,41.22740227746052
145,3.4722884821666766,2.6490198126838553,4.195534582569042,-1.6869434054016965,0.0028787153794497824,33.3945201718652,41.04619550953222,1.3286444309174914,71.56765060826295,28.432349391737038,4.615293273324765,5.848172945332039,8.002644127485095,0.00028525782903961525,2.6490198126838553,4.195534582569042,41.04619550953222
146,3.471373665098864,2.664058512378051,4.1957439573980455,-1.686064911294459,0.004270068564987734,33.16734508187535,40.85874389007758,1.3231708992276219,71.27281792431958,28.727182075680425,4.593397922635683,5.841208763643635,8.001152932539805,0.00019819559089903982,2.664058512378051,4.1957439573980455,40.85874389007758
147,3.4726160162875095,2.6883611693898826,4.19586805747139,-1.6795829780331422,0.0023204014455349238,33.10962161613893,40.79196924883506,1.3181691588445197,71.00339835664494,28.996601643355056,4.575873731653439,5.818183732173306,7.990347058539828,0.00011240617337673192,2.6883611693898826,4.19586805747139,40.79196924883506
148,3.4738146874457905,2.6869753836302124,4.195347750909715,-1.6797938402923547,0.004169727934917151,33.46501751186519,41.14127834456325,1.3184664436640334,71.01941165230103,28.980588347698966,4.5796484992476945,5.8225776326877705,8.002402004334073,0.0006088221899585082,2.6869753836302124,4.195347750909715,41.14127834456325
149,3.4701426486639693,2.6507536817766586,4.196065828878837,-1.6851739865098712,0.0033179608221933095,33.442619101404404,41.14429319149828,1.318293040102702,71.01007124097441,28.98992875902559,4.575742383103893,5.837171425355934,7.99775491521433,0.000175276851313656,2.6507536817766586,4.196065828878837,41.14429319149828
150,3.467523652225441,2.6646322789106516,4.184534803011309,-1.6863812036302581,0.0021406905839278507,33.037928170775885,40.66184230912503,1.323872422244268,71.3106055768929,28.68939442310711,4.591918126979543,5.83736986787739,7.971638993107039,0.0004990557061350773,2.6646322789106516,4.184534803011309,40.66184230912503
151,3.476752584083926,2.6400211837268666,4.201240476440081,-1.715777469309528,0.0028823561171506806,33.4949493613756,41.046694544970684,1.3601216766554785,73.26317762261326,26.736822377386737,4.7386159499431155,5.9662574119488125,8.018405600386911,7.670520352708216e-05,2.6400211837268666,4.201240476440081,41.046694544970684
152,3.475895682736913,2.674198661305034,4.195703567262997,-1.7007216920098713,0.0024155477323689854,33.491363029025784,41.0462053156659,1.3395306867947354,72.1540405700353,27.845959429964694,4.661445466006963,5.906614576000237,7.997428876197894,5.4742775509950825e-05,2.674198661305034,4.195703567262997,41.0462053156659
153,3.475812179626641,2.696427051131168,4.195744519551191,-1.6928138295817337,0.004008579519805372,33.329808599922345,40.868302643225604,1.3290286565120697,71.58834698305493,28.41165301694507,4.621676220581529,5.875236358254375,7.999785112941639,0.00015516496324690686,2.696427051131168,4.195744519551191,40.868302643225604
154,3.4746554404904435,2.6928340297696836,4.196363050482315,-1.6861104874993165,0.003616989953114752,33.27302769298771,40.85283588259973,1.3236741274998955,71.29992439790138,28.700075602098618,4.60009947781392,5.848003757499806,7.994417041153229,0.00023385924940880478,2.6928340297696836,4.196363050482315,40.85283588259973
155,3.472301781313944,2.681747855329962,4.1957929878569455,-1.6850437850434057,0.0028522205733032915,33.229879126701434,40.85270645265791,1.318633896753293,71.02843154047166,28.971568459528346,4.578908952211672,5.839462329789943,7.988285551651392,0.00029718450065671436,2.681747855329962,4.1957929878569455,40.85270645265791
156,3.4729305773503527,2.696791414385091,4.195797286482793,-1.678524839793589,0.0012910201456034266,33.20860833999321,40.8263251809212,1.3134751321324272,70.75055383642601,29.24944616357399,4.5601627455345985,5.815332391144301,7.991695169230257,0.0003008689241290209,2.696791414385091,4.195797286482793,40.8263251809212
157,3.4696192030612285,2.664695973142795,4.196349384378125,-1.6839115230941766,0.004289580699201413,33.236115055926255,40.90308836809665,1.3132020634442203,70.73584494666221,29.264155053337788,4.556156460489332,5.830803061738019,7.990303647686992,0.00012486147979998767,2.664695973142795,4.196349384378125,40.90308836809665
158,3.470018470757559,2.679191623358613,4.195609431921248,-1.6773783325850857,0.0019608791198133632,33.18660088296571,40.84337405460518,1.3077959946944353,70.4446461650727,29.555353834927296,4.536387367994077,5.80628387458608,7.989455139283394,9.480657606319385e-05,2.679191623358613,4.195609431921248,40.84337405460518
159,3.470762691935287,2.699983457940659,4.195339917236225,-1.6764253732061751,0.001890284329441244,33.174058099115534,40.81792110626284,1.3030329186405918,70.18808229071344,29.81191770928656,4.519646105396642,5.802642463201581,7.984059887017098,9.690186237489655e-05,2.699983457940659,4.195339917236225,40.81792110626284
160,3.468111467035994,2.666300786624286,4.1954020570061195,-1.67627880896028,0.0024103529115243262,33.253984518546055,40.946993847659506,1.3033573559038205,70.20555815721221,29.79444184278779,4.518332917383193,5.799326599692187,7.9824437826274925,0.0002177575820803919,2.666300786624286,4.1954020570061195,40.946993847659506
161,3.4648625780221494,2.6308501373847837,4.195685302232799,-1.6817992883033974,0.0043239362691777465,33.3198093248819,41.074938058306316,1.3034100438655642,70.20839620292978,29.79160379707022,4.515710618127537,5.815229318593124,7.995115503521486,4.4722743230928024e-05,2.6308501373847837,4.195685302232799,41.074938058306316
162,3.467864133752209,2.673348140468748,4.195561297751176,-1.6750812261110135,0.002138526794169908,33.33765795318199,41.02476444658572,1.2978870806495706,69.9109008817086,30.089099118291397,4.498416000540264,5.79388670712485,7.990310313805066,3.602922769349508e-05,2.673348140468748,4.195561297751176,41.02476444658572
163,3.464021404592563,2.632763831012711,4.196066962029683,-1.675366426273468,0.0014821450901276818,33.29076744042025,41.06214198725253,1.2980735056918902,69.92094269724848,30.079057302751515,4.495092195696156,5.789377960438718,7.993592977511275,7.439337298813231e-05,2.632763831012711,4.196066962029683,41.06214198725253
164,3.4664623858156736,2.6687371180046218,4.196640912532072,-1.674487920109521,0.0016645655980570856,33.27568841807218,40.98366325567302,1.293463613844243,69.67263011532883,30.327369884671167,4.480587160854472,5.7884860042333335,7.986802188127895,0.0004764008953071538,2.6687371180046218,4.196640912532072,40.98366325567302
165,3.46850906693551,2.696396337945361,4.1956235749123225,-1.6674467270234996,0.0026884191804450396,33.32067807371405,40.98234242711097,1.288003392619118,69.37851440175622,30.62148559824378,4.462561539360953,5.765275403920376,7.9933763530966555,0.0010574291757342,2.696396337945361,4.1956235749123225,40.98234242711097
166,3.466806213058136,2.6794834862925194,4.195862008850563,-1.6674702882406252,0.0026918488897051404,33.373149728967185,41.06375085817118,1.2874525221379407,69.34884167276275,30.651158327237248,4.458954972949582,5.763151577514979,7.990278646563336,6.863641207994651e-05,2.6794834862925194,4.195862008850563,41.06375085817118
167,3.4710707220080397,2.6787137407179737,4.18482689434833,-1.6888978346592107,0.001335599326393533,33.713518895948965,41.047029587744966,1.3090153642307354,70.5103277055252,29.489672294474804,4.547121975075507,5.854992889733772,7.967848444150905,4.494254538032519e-05,2.6787137407179737,4.18482689434833,41.047029587744966
168,3.475472204020004,2.655378369801326,4.201968615940368,-1.6979281889133206,0.003306917134878647,33.86531768239223,41.051007697556734,1.3250793286429356,71.37561578838873,28.624384211611257,4.6112125267366455,5.897380668287175,8.0040590010194,0.00040713631088372377,2.655378369801326,4.201968615940368,41.051007697556734
